Rugosidade;n;f;a
1.02;150;0.12;1
1.18;150;0.12;2
1.12;150;0.12;4
1.68;150;0.2;1
1.34;150;0.2;2
1.83;150;0.2;4
3.55;150;0.35;1
3.52;150;0.35;2
3.5;150;0.35;4
0.79;219;0.12;1
0.93;219;0.12;2
1.13;219;0.12;4
1.66;219;0.2;1
1.61;219;0.2;2
1.85;219;0.2;4
3.75;219;0.35;1
3.8;219;0.35;2
3.86;219;0.35;4
0.74;320;0.12;1
0.9;320;0.12;2
0.97;320;0.12;4
1.91;320;0.2;1
1.9;320;0.2;2
1.93;320;0.2;4
3.67;320;0.35;1
3.69;320;0.35;2
3.82;320;0.35;4
