Força;n;f;a
69.6;100;0.09;0.5
142.9;100;0.18;0.5
203.2;100;0.355;0.5
115.6;200;0.09;0.5
153.1;200;0.18;0.5
204.6;200;0.355;0.5
106.4;400;0.09;0.5
147.2;400;0.18;0.5
171;400;0.355;0.5
259.8;100;0.09;1
388.1;100;0.18;1
543.4;100;0.355;1
248;200;0.09;1
336.4;200;0.18;1
468.9;200;0.355;1
218.9;400;0.09;1
280.7;400;0.18;1
382.1;400;0.355;1
389.1;100;0.09;2
597.8;100;0.18;2
1248.7;100;0.355;2
461.4;200;0.09;2
621;200;0.18;2
939.3;200;0.355;2
459.2;400;0.09;2
588.2;400;0.18;2
747.1;400;0.355;2
