Rugosidade;n;f;a
1.79;90;0.18;1.07
2.4;9.5;0.115;0.785
2.2;30;0.18;0.5
1;60;0.01;0.785
0.99;60;0.115;0.785
1.8;60;0.115;1.264
0.6;110.45;0.115;0.785
2.3;30;0.18;1.07
0.98;60;0.115;0.785
0.95;60;0.115;0.785
1.21;90;0.18;0.5
0.75;90;0.05;1.07
2.5;60;0.224;0.785
1.1;60;0.115;0.785
1.6;30;0.05;1.07
1.36;30;0.05;0.5
1.1;60;0.115;0.785
1.35;60;0.115;0.305
1.17;60;0.115;0.785
0.76;90;0.05;0.5
