Força;n;f;a
841;100;0.2;1.5
403;142;0.15;1
1031;200;0.2;2.5
708;200;0.2;1.5
853;142;0.15;2
675;265;0.15;2
687;265;0.25;1
337;200;0.2;0.5
938;200;0.3;1.5
461;265;0.15;1
694;200;0.2;1.5
656;200;0.2;1.5
670;300;0.2;1.5
1197;142;0.25;2
715;142;0.25;1
916;265;0.25;2
708;200;0.2;1.5
678;200;0.2;1.5
688;200;0.2;1.5
562;200;0.1;1.5
