Força;n;f;a
557;175;0.25;2
592;150;0.3;1.5
476;150;0.2;1.5
352;150;0.1;1.5
489;125;0.15;2
432;150;0.2;1.5
663;125;0.25;2
430;150;0.2;1.5
421;175;0.25;1
432;200;0.2;1.5
351;175;0.15;1
298;150;0.2;0.5
431;150;0.2;1.5
659;150;0.2;2.5
457;175;0.15;2
353;125;0.15;1
503;100;0.2;1.5
418;125;0.25;1
437;150;0.2;1.5
417;150;0.2;1.5
