Força;n;f;a
402;100;0.2;1.5
261;142;0.15;1
496;200;0.2;2.5
344;200;0.2;1.5
403;142;0.15;2
365;265;0.15;2
312;265;0.25;1
208;200;0.2;0.5
447;200;0.3;1.5
197;265;0.15;1
331;200;0.2;1.5
336;200;0.2;1.5
343;300;0.2;1.5
460;142;0.25;2
382;142;0.25;1
427;265;0.25;2
331;200;0.2;1.5
316;200;0.2;1.5
303;200;0.2;1.5
263;200;0.1;1.5
